Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
B39,8,4,-74.98,-27.04,weddw,12/17/2021
B40,6,5,-65.6,132.15,wilke,12/17/2021
B42,12,4,-71.61,-149.69,amunw,12/17/2021
B45,7,6,-74.67,-109.32,amune (grounded),12/17/2021
B46,10,4,-71.19,-132.84,amune,12/17/2021
B47,12,5,-73.86,-134.03,amunw,12/17/2021
B50,15,6,-68.49,-165.97,rosse,12/17/2021
C15,12,8,-65.96,143.27,wilke,12/17/2021
C18B,19,4,-66.59,89.55,amere (grounded),12/17/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),12/17/2021
C24,11,2,-64.84,96.02,wilkw (grounded),12/17/2021
C29,5,5,-66.08,142.83,wilke,12/17/2021
C30,9,3,-64.78,96.3,wilkw (grounded),12/17/2021
C31,9,3,-64.68,96.51,wilkw (grounded),12/17/2021
C33,8,4,-65.42,126.6,wilke (grounded),12/17/2021
C35,7,5,-67.35,147.99,wilke,12/17/2021
C36,22,15,-67.94,147.48,wilke (grounded),12/17/2021
D15A,51,24,-66.63,81.92,amere (grounded),12/17/2021
D15B,33,12,-66.98,81.58,amere (grounded),12/17/2021
D20A,19,9,-69.84,26.96,wedde,12/17/2021
D23,8,6,-69.43,74.68,amere (grounded),12/17/2021
D26,19,2,-69.36,29.4,wedde (grounded),12/17/2021
D27,8,5,-69.53,26.79,wedde,12/17/2021
D28,29,19,-73.51,-22.92,weddw,12/17/2021
D29A,15,9,-73.81,-22.27,weddw,12/17/2021
D29B,13,7,-70.79,-10.8,weddw,12/17/2021
D29C,13,6,-73.35,-21.88,weddw,12/17/2021
D30A,37,11,-74.72,-27.99,weddw,12/17/2021
D30B,10,5,-73.1,-20.51,weddw,12/17/2021
A23A,40,34,-75.85,-40.81,belle,12/24/2021
A64,11,8,-67.01,-60.08,belle,12/24/2021
A69A,10,9,-66.97,-59.68,belle,12/24/2021
A69B,10,5,-66.53,-58.96,belle,12/24/2021
A69C,10,3,-66.72,-59.05,belle,12/24/2021
A70,8,5,-67.11,-60.43,belle,12/24/2021
A74,30,18,-77.59,-36.95,belle,12/24/2021
A76A,73,14,-72.52,-58.57,belle,12/24/2021
A76B,20,7,-73.18,-59.23,belle,12/24/2021
A76C,16,7,-70.12,-60.16,belle,12/24/2021
A77,27,4,-74.79,-26.45,weddw,12/24/2021
A78,18,4,-70.67,-10.34,weddw,12/24/2021
B09B,24,8,-66.26,143.4,wilke,12/24/2021
B09G,11,7,-68.19,41.82,amerw,12/24/2021
B09I,12,6,-58.18,-30.66,belle,12/24/2021
B15AB,11,4,-66.08,50.59,amerw,12/24/2021
B22A,38,24,-73.89,-109.4,amune (grounded),12/24/2021
B28,9,6,-74.65,-108.77,amune (grounded),12/24/2021
B29,11,5,-74.48,-108.92,amune (grounded),12/24/2021
B38,6,4,-77.01,-155.06,rosse (grounded),12/24/2021
B39,8,4,-75.43,-28.31,weddw,12/24/2021
B40,6,5,-65.6,132.17,wilke,12/24/2021
B42,12,4,-71.68,-149.69,amunw,12/24/2021
B45,7,6,-74.67,-109.32,amune (grounded),12/24/2021
B46,10,4,-71.21,-132.22,amune,12/24/2021
B47,12,5,-73.87,-133.99,amunw,12/24/2021
B50,15,6,-68.33,-166.11,rosse,12/24/2021
C15,12,8,-65.96,143.27,wilke,12/24/2021
C18B,19,4,-66.59,89.55,amere (grounded),12/24/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),12/24/2021
C24,11,2,-64.84,96.02,wilkw (grounded),12/24/2021
C29,5,5,-66.08,142.83,wilke,12/24/2021
C30,9,3,-64.78,96.3,wilkw (grounded),12/24/2021
C31,9,3,-64.68,96.51,wilkw (grounded),12/24/2021
C33,8,4,-65.42,126.6,wilke (grounded),12/24/2021
C35,7,5,-67.37,147.91,wilke,12/24/2021
C36,22,15,-67.94,147.48,wilke (grounded),12/24/2021
D15A,51,24,-66.63,81.92,amere (grounded),12/24/2021
D15B,33,12,-66.98,81.58,amere (grounded),12/24/2021
D20A,19,9,-69.82,27.01,wedde,12/24/2021
D23,8,6,-69.43,74.68,amere (grounded),12/24/2021
D26,19,2,-69.36,29.4,wedde (grounded),12/24/2021
D27,8,5,-70.08,25.06,wedde,12/24/2021
D28,29,19,-73.59,-24.02,weddw,12/24/2021
D29A,15,9,-73.85,-22.76,weddw,12/24/2021
D29B,13,7,-71.11,-12.05,weddw,12/24/2021
D29C,13,6,-73.63,-22.59,weddw,12/24/2021
D30A,37,11,-74.77,-28.29,weddw,12/24/2021
D30B,10,5,-73.52,-21.64,weddw,12/24/2021
A23A,40,34,-75.87,-40.69,belle,12/31/2021
A64,11,8,-67.09,-59.54,belle,12/31/2021
A69A,10,9,-66.99,-59.16,belle,12/31/2021
A69B,10,5,-66.51,-58.96,belle,12/31/2021
A69C,10,3,-66.7,-59.19,belle,12/31/2021
A70,8,5,-67.02,-60.01,belle,12/31/2021
A74,30,18,-77.58,-36.98,belle,12/31/2021
A76A,73,14,-72.33,-58.5,belle,12/31/2021
A76B,20,7,-73.07,-59.08,belle,12/31/2021
A76C,16,7,-70.04,-60.15,belle,12/31/2021
A77,27,4,-74.85,-26.52,weddw,12/31/2021
A78,18,4,-70.7,-10.46,weddw,12/31/2021
B09B,24,8,-66.25,143.42,wilke,12/31/2021
B09G,11,7,-68.19,41.82,amerw,12/31/2021
B09I,12,6,-57.59,-30.11,belle,12/31/2021
B15AB,11,4,-66.08,50.59,amerw,12/31/2021
B22A,38,24,-73.89,-109.41,amune (grounded),12/31/2021
B28,9,6,-74.65,-108.77,amune (grounded),12/31/2021
B29,11,5,-74.48,-108.92,amune (grounded),12/31/2021
B38,6,4,-77.01,-155.06,rosse (grounded),12/31/2021
B39,8,4,-75.06,-28.62,weddw,12/31/2021
B40,6,5,-65.6,132.17,wilke,12/31/2021
B42,12,4,-71.72,-149.28,amunw,12/31/2021
B45,7,6,-74.67,-109.32,amune (grounded),12/31/2021
B46,10,4,-71.54,-132.64,amune,12/31/2021
B47,12,5,-73.86,-134,amunw,12/31/2021
B50,15,6,-68.25,-166.35,rosse,12/31/2021
C15,12,8,-65.96,143.27,wilke,12/31/2021
C18B,19,4,-66.59,89.55,amere (grounded),12/31/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),12/31/2021
C24,11,2,-64.84,96.02,wilkw (grounded),12/31/2021
C29,5,5,-66.08,142.83,wilke,12/31/2021
C30,9,3,-64.78,96.3,wilkw (grounded),12/31/2021
C31,9,3,-64.68,96.51,wilkw (grounded),12/31/2021
C33,8,4,-65.42,126.6,wilke (grounded),12/31/2021
C35,7,5,-67.37,147.9,wilke,12/31/2021
C36,22,15,-67.94,147.48,wilke (grounded),12/31/2021
D15A,51,24,-66.63,81.91,amere (grounded),12/31/2021
D15B,33,12,-66.98,81.58,amere (grounded),12/31/2021
D20A,19,9,-69.85,26.9,wedde,12/31/2021
D23,8,6,-69.43,74.68,amere (grounded),12/31/2021
D26,19,2,-69.4,29.32,wedde (grounded),12/31/2021
D27,8,5,-69.48,23.6,wedde,12/31/2021
D28,29,19,-73.58,-24.79,weddw,12/31/2021
D29A,15,9,-73.85,-22.52,weddw,12/31/2021
D29B,13,7,-71.16,-12.39,weddw,12/31/2021
D29C,13,6,-73.6,-23.43,weddw,12/31/2021
D30A,37,11,-74.76,-28.02,weddw,12/31/2021
D30B,10,5,-73.52,-21.82,weddw,12/31/2021
A23A,40,34,-75.89,-40.15,belle,1/7/2022
A64,11,8,-67.13,-59.19,belle,1/7/2022
A69A,10,9,-67.09,-58.87,belle,1/7/2022
A69B,10,5,-66.5,-59.16,belle,1/7/2022
A69C,10,3,-66.57,-58.94,belle,1/7/2022
A70,8,5,-67.02,-59.98,belle,1/7/2022
A74,30,18,-77.57,-37.07,belle,1/7/2022
A76A,73,14,-72.1,-58.26,belle,1/7/2022
A76B,20,7,-73.06,-58.88,belle,1/7/2022
A76C,16,7,-70.09,-60.22,belle,1/7/2022
A77,27,4,-74.8,-26.46,weddw,1/7/2022
A78,18,4,-70.78,-11.45,weddw,1/7/2022
B09B,24,8,-66.24,143.41,wilke,1/7/2022
B09G,11,7,-68.19,41.82,amerw,1/7/2022
B09I,12,6,-57.34,-29.37,weddw,1/7/2022
B15AB,11,4,-66.08,50.59,amerw,1/7/2022
B22A,38,24,-73.89,-109.4,amune (grounded),1/7/2022
B28,9,6,-74.64,-108.77,amune (grounded),1/7/2022
B29,11,5,-74.47,-108.92,amune (grounded),1/7/2022
B38,6,4,-76.99,-155,rosse,1/7/2022
B39,8,4,-74.88,-28.82,weddw,1/7/2022
B40,6,5,-65.61,132.13,wilke,1/7/2022
B42,12,4,-71.64,-148.13,amunw,1/7/2022
B45,7,6,-74.67,-109.32,amune (grounded),1/7/2022
B46,10,4,-71.59,-132.8,amune,1/7/2022
B47,12,5,-73.86,-133.99,amunw,1/7/2022
B50,15,6,-68.07,-166.62,rosse,1/7/2022
C15,12,8,-65.96,143.27,wilke,1/7/2022
C18B,19,4,-66.59,89.55,amere (grounded),1/7/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),1/7/2022
C24,11,2,-64.84,96.02,wilkw (grounded),1/7/2022
C29,5,5,-66.07,142.83,wilke,1/7/2022
C30,9,3,-64.78,96.3,wilkw (grounded),1/7/2022
C31,9,3,-64.68,96.51,wilkw (grounded),1/7/2022
C33,8,4,-65.42,126.6,wilke (grounded),1/7/2022
C35,7,5,-67.27,147.86,wilke,1/7/2022
C36,22,15,-67.92,147.51,wilke (grounded),1/7/2022
D15A,51,24,-66.63,81.92,amere (grounded),1/7/2022
D15B,33,12,-66.98,81.58,amere (grounded),1/7/2022
D20A,19,9,-69.93,26.19,wedde,1/7/2022
D23,8,6,-69.43,74.68,amere (grounded),1/7/2022
D26,19,2,-69.36,29.4,wedde (grounded),1/7/2022
D27,8,5,-69.55,23.58,wedde,1/7/2022
D28,29,19,-73.62,-25.5,weddw,1/7/2022
D29A,15,9,-73.63,-22.59,weddw,1/7/2022
D29B,13,7,-71.09,-13.29,weddw,1/7/2022
D29C,13,6,-73.67,-24.01,weddw,1/7/2022
D30A,37,11,-74.76,-28,weddw,1/7/2022
D30B,10,5,-73.43,-22.06,weddw,1/7/2022
A23A,40,34,-75.9,-40.02,belle,1/14/2022
A64,11,8,-67.13,-59.15,belle,1/14/2022
A69A,10,9,-67.02,-58.66,belle,1/14/2022
A69B,10,5,-66.57,-59.86,belle,1/14/2022
A69C,10,3,-66.58,-58.59,belle,1/14/2022
A70,8,5,-67.07,-60.03,belle,1/14/2022
A74,30,18,-77.61,-37.5,belle,1/14/2022
A76A,73,14,-72.02,-58.08,belle,1/14/2022
A76B,20,7,-73.05,-58.67,belle,1/14/2022
A76C,16,7,-70,-60.04,belle,1/14/2022
A77,27,4,-74.78,-26.3,weddw,1/14/2022
A78,18,4,-70.92,-11.84,weddw,1/14/2022
B09B,24,8,-66.24,143.47,wilke,1/14/2022
B09G,11,7,-68.19,41.82,amerw,1/14/2022
B09I,12,6,-57.34,-29.43,weddw,1/14/2022
B15AB,11,4,-66.08,50.59,amerw,1/14/2022
B22A,38,24,-73.89,-109.4,amune (grounded),1/14/2022
B28,9,6,-74.64,-108.77,amune (grounded),1/14/2022
B29,11,5,-74.47,-108.92,amune (grounded),1/14/2022
B38,6,4,-77.01,-155.04,rosse,1/14/2022
B39,8,4,-74.88,-28.63,weddw,1/14/2022
B40,6,5,-65.61,132.13,wilke,1/14/2022
B42,12,4,-71.55,-147.72,amunw,1/14/2022
B45,7,6,-74.67,-109.32,amune (grounded),1/14/2022
B46,10,4,-71.67,-133.18,amune,1/14/2022
B47,12,5,-73.86,-134.02,amunw,1/14/2022
B50,15,6,-67.99,-167.14,rosse,1/14/2022
C15,12,8,-65.96,143.27,wilke,1/14/2022
C18B,19,4,-66.59,89.55,amere (grounded),1/14/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),1/14/2022
C24,11,2,-64.84,96.02,wilkw (grounded),1/14/2022
C29,5,5,-66.07,142.83,wilke,1/14/2022
C30,9,3,-64.78,96.3,wilkw (grounded),1/14/2022
C31,9,3,-64.68,96.51,wilkw (grounded),1/14/2022
C33,8,4,-65.42,126.6,wilke (grounded),1/14/2022
C35,7,5,-67.3,148.04,wilke,1/14/2022
C36,22,15,-67.92,147.51,wilke (grounded),1/14/2022
D15A,51,24,-66.63,81.92,amere (grounded),1/17/2022
D15B,33,12,-66.98,81.58,amere (grounded),1/14/2022
D20A,19,9,-69.95,23.56,wedde,1/14/2022
D23,8,6,-69.43,74.68,amere (grounded),1/14/2022
D26,19,2,-69.36,29.4,wedde (grounded),1/14/2022
D27,8,5,-69.62,23.03,wedde,1/14/2022
D28,29,19,-73.67,-26.3,weddw,1/14/2022
D29A,15,9,-73.6,-22.78,weddw,1/14/2022
D29B,13,7,-71.21,-13.82,weddw,1/14/2022
D29C,13,6,-73.57,-25.02,weddw,1/14/2022
D30A,37,11,-74.73,-28.26,weddw,1/14/2022
D30B,10,5,-73.37,-23.58,weddw,1/14/2022
A23A,40,34,-75.9,-39.8,belle,1/21/2022
A64,9,8,-67.2,-59.41,belle,1/21/2022
A69A,10,9,-67.01,-58.68,belle,1/21/2022
A69B,10,5,-66.42,-60.05,belle,1/21/2022
A69C,10,3,-66.6,-58.42,belle,1/21/2022
A70,8,5,-67.01,-59.96,belle,1/21/2022
A74,30,18,-77.63,-37.92,belle,1/21/2022
A76A,73,14,-71.95,-57.82,belle,1/21/2022
A76B,20,7,-73.02,-59.07,belle,1/21/2022
A76C,16,7,-70.07,-59.9,belle,1/21/2022
A77,27,4,-74.69,-26.36,weddw,1/21/2022
A78,18,4,-71.09,-12.85,weddw,1/21/2022
B09B,24,8,-66.22,143.46,wilke,1/21/2022
B09G,11,7,-68.19,41.82,amerw,1/21/2022
B09I,12,6,-57.18,-28.96,weddw,1/21/2022
B15AB,11,4,-66.08,50.59,amerw,1/21/2022
B22A,38,24,-73.88,-109.43,amune (grounded),1/21/2022
B28,9,6,-74.64,-108.77,amune (grounded),1/21/2022
B29,11,5,-74.47,-108.92,amune (grounded),1/21/2022
B38,6,4,-77.01,-155.04,rosse,1/21/2022
B39,8,4,-74.97,-27.99,weddw,1/21/2022
B40,6,5,-65.58,132.12,wilke,1/21/2022
B42,12,4,-71.54,-148.09,amunw,1/21/2022
B45,7,6,-74.67,-109.32,amune (grounded),1/21/2022
B46,10,4,-71.87,-133.18,amune,1/21/2022
B47,12,5,-73.86,-134.01,amunw,1/21/2022
B50,15,6,-67.8,-166.89,rosse,1/21/2022
C15,12,8,-65.96,143.27,wilke,1/21/2022
C18B,19,4,-66.59,89.55,amere (grounded),1/21/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),1/21/2022
C24,11,2,-64.84,96.02,wilkw (grounded),1/21/2022
C29,5,5,-66.07,142.81,wilke,1/21/2022
C30,9,3,-64.78,96.3,wilkw (grounded),1/21/2022
C31,9,3,-64.68,96.51,wilkw (grounded),1/21/2022
C33,8,4,-65.42,126.62,wilke (grounded),1/21/2022
C35,7,5,-67.36,148.14,wilke,1/21/2022
C36,22,15,-67.92,147.51,wilke (grounded),1/21/2022
D15A,51,24,-66.63,81.92,amere (grounded),1/21/2022
D15B,33,12,-66.98,81.58,amere (grounded),1/21/2022
D20A,19,9,-69.6,24.38,wedde,1/21/2022
D23,8,6,-69.43,74.68,amere (grounded),1/21/2022
D26,19,2,-69.36,29.4,wedde (grounded),1/21/2022
D27,8,5,-69.64,23.08,wedde,1/21/2022
D28,29,19,-73.78,-26.55,weddw,1/21/2022
D29A,15,9,-73.63,-22.87,weddw,1/21/2022
D29B,13,7,-71.17,-14.51,weddw,1/21/2022
D29C,13,6,-73.58,-25.86,weddw,1/21/2022
D30A,37,11,-74.67,-29.1,weddw,1/21/2022
D30B,10,5,-73.36,-25.06,weddw,1/21/2022
A23A,40,34,-75.9,-39.54,belle,1/28/2022
A64,9,8,-67.22,-59.66,belle,1/28/2022
A69A,10,9,-66.96,-59,belle,1/28/2022
A69B,10,5,-66.31,-59.87,belle,1/28/2022
A69C,10,3,-66.62,-58.15,belle,1/28/2022
A70,8,5,-66.92,-59.7,belle,1/28/2022
A74,30,18,-77.65,-38.15,belle,1/28/2022
A76A,73,14,-71.67,-57.33,belle,1/28/2022
A76B,20,7,-72.97,-59,belle,1/28/2022
A76C,16,7,-70.11,-59.83,belle,1/28/2022
A77,27,4,-74.71,-27.11,weddw,1/28/2022
A78,18,4,-71.62,-16.04,weddw,1/28/2022
B09B,24,8,-66.22,143.46,wilke,1/28/2022
B09G,11,7,-68.19,41.82,amerw,1/28/2022
B09I,12,6,-56.78,-29.03,weddw,1/28/2022
B15AB,11,4,-66.08,50.59,amerw,1/28/2022
B22A,38,24,-73.86,-109.46,amune (grounded),1/28/2022
B28,9,6,-74.61,-108.8,amune (grounded),1/28/2022
B29,11,5,-74.43,-108.98,amune (grounded),1/28/2022
B38,6,4,-77.01,-155.02,rosse,1/28/2022
B39,8,4,-75.03,-28.23,weddw,1/28/2022
B40,6,5,-65.63,131.84,wilke,1/28/2022
B42,12,4,-71.51,-147.95,amunw,1/28/2022
B45,7,6,-74.67,-109.3,amune (grounded),1/28/2022
B46,10,4,-72.08,-133.5,amune,1/28/2022
B47,12,5,-73.86,-134.03,amunw,1/28/2022
B50,15,6,-67.56,-167.39,rosse,1/28/2022
C15,12,8,-65.96,143.27,wilke,1/28/2022
C18B,19,4,-66.59,89.55,amere (grounded),1/28/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),1/28/2022
C24,11,2,-64.84,96.02,wilkw (grounded),1/28/2022
C29,5,5,-66.07,142.81,wilke,1/28/2022
C30,9,3,-64.78,96.3,wilkw (grounded),1/28/2022
C31,9,3,-64.68,96.51,wilkw (grounded),1/28/2022
C33,8,4,-65.42,126.62,wilke (grounded),1/28/2022
C35,7,5,-67.38,148.14,wilke,1/28/2022
C36,22,15,-67.92,147.51,wilke (grounded),1/28/2022
D15A,51,24,-66.63,81.92,amere (grounded),1/28/2022
D15B,33,12,-66.98,81.58,amere (grounded),1/28/2022
D20A,18,7,-69.37,23.5,wedde,1/28/2022
D23,8,6,-69.43,74.68,amere (grounded),1/28/2022
D26,19,2,-69.36,29.4,wedde (grounded),1/28/2022
D27,8,5,-69.56,23.71,wedde,1/28/2022
D28,29,19,-73.93,-26.69,weddw,1/28/2022
D29A,15,9,-73.6,-24.54,weddw,1/28/2022
D29B,13,7,-71.88,-16.24,weddw,1/28/2022
D29C,13,6,-73.56,-25.78,weddw,1/28/2022
D30A,37,11,-74.49,-30.34,belle,1/28/2022
D30B,10,5,-73.43,-26.06,weddw,1/28/2022
D31,16,2,-69.89,2.34,wedde,1/28/2022
A23A,40,34,-75.93,-39.27,belle,2/4/2022
A64,9,8,-67.28,-59.99,belle,2/4/2022
A69A,10,9,-66.9,-59.12,belle,2/4/2022
A69B,10,5,-66.29,-59.42,belle,2/4/2022
A69C,10,3,-66.57,-58.05,belle,2/4/2022
A70,8,5,-66.83,-59.63,belle,2/4/2022
A74,30,18,-77.66,-38.68,belle,2/4/2022
A76A,73,14,-71.4,-56.85,belle,2/4/2022
A76B,20,7,-72.89,-58.94,belle,2/4/2022
A76C,16,7,-69.93,-60.06,belle,2/4/2022
A77,27,4,-74.77,-27.79,weddw,2/4/2022
A78,18,4,-72.16,-18.09,weddw,2/4/2022
B09B,24,8,-66.22,143.45,wilke,2/4/2022
B09G,11,7,-68.19,41.82,amerw,2/4/2022
B09I,12,6,-56.82,-29.41,weddw,2/4/2022
B15AB,11,4,-66.08,50.59,amerw,2/4/2022
B22A,38,24,-73.84,-109.42,amune (grounded),2/4/2022
B28,9,6,-74.58,-108.86,amune (grounded),2/4/2022
B29,11,5,-74.39,-108.98,amune (grounded),2/4/2022
B38,6,4,-77.01,-154.95,rosse,2/4/2022
B39,8,4,-75.17,-27.8,weddw,2/4/2022
B40,6,5,-65.67,131.6,wilke,2/4/2022
B42,12,4,-71.41,-147.87,amunw,2/4/2022
B45,7,6,-74.66,-109.29,amune (grounded),2/4/2022
B46,10,4,-72.06,-133.49,amune,2/4/2022
B47,12,5,-73.86,-134,amunw,2/4/2022
B50,15,6,-67.58,-167.67,rosse,2/4/2022
C15,12,8,-65.96,143.27,wilke,2/4/2022
C18B,19,4,-66.59,89.55,amere (grounded),2/4/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),2/4/2022
C24,11,2,-64.84,96.02,wilkw (grounded),2/4/2022
C29,5,5,-66.06,142.8,wilke,2/4/2022
C30,9,3,-64.78,96.3,wilkw (grounded),2/4/2022
C31,9,3,-64.68,96.51,wilkw (grounded),2/4/2022
C33,8,4,-65.4,126.62,wilke (grounded),2/4/2022
C35,7,5,-67.39,148.03,wilke,2/4/2022
C36,22,15,-67.92,147.47,wilke (grounded),2/4/2022
D15A,51,24,-66.63,81.92,amere (grounded),2/4/2022
D15B,33,12,-66.98,81.58,amere (grounded),2/4/2022
D20A,18,7,-69.6,23.55,wedde,2/4/2022
D23,8,6,-69.43,74.68,amere (grounded),2/4/2022
D26,19,2,-69.36,29.4,wedde (grounded),2/4/2022
D27,8,5,-69.22,23.14,wedde,2/4/2022
D28,29,19,-74.1,-26.78,weddw,2/4/2022
D29A,15,9,-73.41,-25.53,weddw,2/4/2022
D29B,13,7,-72.24,-17.07,weddw,2/4/2022
D29C,13,6,-73.5,-26.01,weddw,2/4/2022
D30A,37,11,-74.44,-31.04,belle,2/4/2022
D30B,10,5,-73.68,-26.75,weddw,2/4/2022
D31,16,2,-69.66,0.74,wedde,2/4/2022
A23A,40,34,-75.92,-39.11,belle,2/11/2022
A64,9,8,-67.29,-59.72,belle,2/11/2022
A69A,10,9,-66.81,-59.52,belle,2/11/2022
A69B,10,5,-66.29,-58.84,belle,2/11/2022
A69C,10,3,-66.66,-58.05,belle,2/11/2022
A70,8,5,-66.67,-59.92,belle,2/11/2022
A74,30,18,-77.66,-38.89,belle,2/11/2022
A76A,73,14,-71.26,-56.36,belle,2/11/2022
A76B,20,7,-72.85,-59.05,belle,2/11/2022
A76C,16,7,-69.89,-59.74,belle,2/11/2022
A77,27,4,-74.85,-28.27,weddw,2/11/2022
A78,18,4,-72.54,-20.55,weddw,2/11/2022
B09B,24,8,-66.22,143.44,wilke,2/11/2022
B09G,11,7,-68.19,41.82,amerw,2/11/2022
B09I,12,6,-56.29,-30.35,belle,2/11/2022
B15AB,11,4,-66.08,50.59,amerw,2/11/2022
B22A,38,24,-73.83,-109.44,amune (grounded),2/11/2022
B28,9,6,-74.49,-109.13,amune (grounded),2/11/2022
B29,11,5,-74.32,-109.2,amune (grounded),2/11/2022
B38,6,4,-77.02,-154.96,rosse,2/11/2022
B39,8,4,-75.28,-28.02,weddw,2/11/2022
B40,6,5,-65.6,131.2,wilke,2/11/2022
B42,12,4,-71.32,-147.82,amunw,2/11/2022
B45,7,6,-74.62,-109.35,amune,2/11/2022
B46,10,4,-72.12,-133.8,amune,2/11/2022
B47,12,5,-73.86,-134.01,amunw,2/11/2022
B50,15,6,-67.54,-167.28,rosse,2/11/2022
C15,12,8,-65.96,143.26,wilke,2/11/2022
C18B,19,4,-66.59,89.55,amere (grounded),2/11/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),2/11/2022
C24,11,2,-64.84,96.02,wilkw (grounded),2/11/2022
C29,5,5,-66.06,142.8,wilke,2/11/2022
C30,9,3,-64.78,96.3,wilkw (grounded),2/11/2022
C31,9,3,-64.68,96.51,wilkw (grounded),2/11/2022
C33,8,4,-65.37,126.6,wilke (grounded),2/11/2022
C35,7,5,-67.36,147.97,wilke,2/11/2022
C36,22,15,-67.92,147.47,wilke (grounded),2/11/2022
D15A,51,24,-66.63,81.92,amere (grounded),2/11/2022
D15B,33,12,-66.98,81.58,amere (grounded),2/11/2022
D20A,18,7,-69.5,22.46,wedde,2/11/2022
D23,8,6,-69.43,74.68,amere (grounded),2/11/2022
D26,19,2,-69.36,29.4,wedde (grounded),2/11/2022
D27,8,5,-69.49,23.17,wedde,2/11/2022
D28,29,19,-74.29,-26.96,weddw,2/11/2022
D29A,15,9,-72.71,-26.82,weddw,2/11/2022
D29B,13,7,-72.49,-18.12,weddw,2/11/2022
D29C,13,6,-73.53,-26.58,weddw,2/11/2022
D30A,37,11,-74.41,-31.32,belle,2/11/2022
D30B,10,5,-73.83,-26.48,weddw,2/11/2022
D31,16,2,-69.8,-2,weddw,2/11/2022
A23A,40,34,-75.94,-38.89,belle,2/18/2022
A64,9,8,-67.26,-59.81,belle,2/18/2022
A69A,10,9,-66.74,-59.77,belle,2/18/2022
A69B,10,5,-66.31,-58.46,belle,2/18/2022
A69C,10,3,-66.71,-58.04,belle,2/18/2022
A70,8,5,-66.61,-59.93,belle,2/18/2022
A74,30,18,-77.57,-39.27,belle,2/18/2022
A76A,73,14,-70.92,-56.3,belle,2/18/2022
A76B,20,7,-72.85,-59.05,belle,2/18/2022
A76C,16,7,-69.74,-59.18,belle,2/18/2022
A77,27,4,-74.89,-27.93,weddw,2/18/2022
A78,18,4,-73.29,-21.63,weddw,2/18/2022
B09B,24,8,-66.21,143.44,wilke,2/18/2022
B09G,11,7,-68.19,41.82,amerw,2/18/2022
B09I,12,6,-55.88,-29.61,weddw,2/18/2022
B15AB,11,4,-66.08,50.59,amerw,2/18/2022
B22A,38,24,-73.82,-109.44,amune (grounded),2/18/2022
B28,9,6,-74.44,-109.23,amune (grounded),2/18/2022
B29,11,5,-74.28,-109.31,amune (grounded),2/18/2022
B38,6,4,-76.98,-155.03,rosse,2/18/2022
B39,8,4,-75.35,-28.41,weddw,2/18/2022
B40,6,5,-65.6,130.84,wilke,2/18/2022
B42,12,4,-71.24,-148.97,amunw,2/18/2022
B45,7,6,-74.58,-109.41,amune,2/18/2022
B46,10,4,-72.07,-133.23,amune,2/18/2022
B47,12,5,-73.86,-134.01,amunw,2/18/2022
B50,15,6,-67.48,-167.45,rosse,2/18/2022
C15,12,8,-65.96,143.26,wilke,2/18/2022
C18B,19,4,-66.59,89.55,amere (grounded),2/18/2022
C21B,11,8,-64.98,95.85,wilkw (grounded),2/18/2022
C24,11,2,-64.84,96.02,wilkw (grounded),2/18/2022
C29,5,5,-66.06,142.8,wilke,2/18/2022
C30,9,3,-64.78,96.3,wilkw (grounded),2/18/2022
C31,9,3,-64.68,96.51,wilkw (grounded),2/18/2022
C33,8,4,-65.37,126.6,wilke (grounded),2/18/2022
C35,7,5,-67.37,147.93,wilke,2/18/2022
C36,22,15,-67.93,147.48,wilke (grounded),2/18/2022
D15A,51,24,-66.63,81.92,amere (grounded),2/18/2022
D15B,33,12,-66.98,81.58,amere (grounded),2/18/2022
D20A,18,7,-69.4,22.51,wedde,2/18/2022
D23,8,6,-69.43,74.68,amere (grounded),2/18/2022
D26,19,2,-69.36,29.4,wedde (grounded),2/18/2022
D27,8,5,-69.49,23.25,wedde,2/18/2022
D28,29,19,-74.43,-27.41,weddw,2/18/2022
D29A,15,9,-73.1,-28.16,weddw,2/18/2022
D29B,13,7,-73.16,-20.98,weddw,2/18/2022
D29C,13,6,-73.73,-27.35,weddw,2/18/2022
D30A,37,11,-74.61,-31.26,belle,2/18/2022
D30B,10,5,-74.1,-26.31,weddw,2/18/2022
D31,16,2,-69.97,-1.78,weddw,2/18/2022
A23A,40,34,-75.87,-38.49,belle,2/25/2022
A64,9,8,-67.32,-60.19,belle,2/25/2022
A69A,10,9,-66.46,-59.8,belle,2/25/2022
A69B,10,5,-66.24,-58.23,belle,2/25/2022
A69C,10,3,-66.71,-58.61,belle,2/25/2022
A70,8,5,-66.33,-59.68,belle,2/25/2022
A74,30,18,-77.54,-40.34,belle,2/25/2022
A76A,73,14,-70.46,-56.22,belle,2/25/2022
